"","start_year","end_year","budget_type","money","type","start_planned_outtrun","start_year_value","end_planned_outtrun","end_year_value","cagr"
"1",2013,2014,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",156559.532831336,0.0181293567392109
"2",2013,2015,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",160829.93919881,0.0226927343669332
"3",2014,2015,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",160829.93919881,0.0272765655993328
"4",2013,2016,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",162159.350316493,0.0178610123578407
"5",2014,2016,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",162159.350316493,0.0177268666907511
"6",2015,2016,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",162159.350316493,0.00826594304707706
"7",2013,2017,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",166203.1756148,0.0196255045343641
"8",2014,2017,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",166203.1756148,0.0201247088841949
"9",2015,2017,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",166203.1756148,0.0165674738468846
"10",2016,2017,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"outtrun",166203.1756148,0.0249373550795273
"11",2013,2018,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",166706.034051496,0.0162836825774104
"12",2014,2018,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",166706.034051496,0.0158227870639083
"13",2015,2018,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",166706.034051496,0.0120333105667383
"14",2016,2018,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"outtrun",166706.034051496,0.0139222698066404
"15",2017,2018,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"outtrun",166706.034051496,0.00302556455275438
"16",2013,2019,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",175146.257534062,0.0219289857213423
"17",2014,2019,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",175146.257534062,0.022690611439683
"18",2015,2019,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",175146.257534062,0.0215473253134637
"19",2016,2019,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"outtrun",175146.257534062,0.0260132171073886
"20",2017,2019,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"outtrun",175146.257534062,0.026551571541106
"21",2018,2019,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"outtrun",175146.257534062,0.0506293820172012
"22",2013,2020,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",229145.769173605,0.0586390214685615
"23",2014,2020,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",229145.769173605,0.0655456351330266
"24",2015,2020,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",229145.769173605,0.0733688536877879
"25",2016,2020,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"outtrun",229145.769173605,0.090291087115375
"26",2017,2020,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"outtrun",229145.769173605,0.112988922494509
"27",2018,2020,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"outtrun",229145.769173605,0.17241201820128
"28",2019,2020,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"outtrun",229145.769173605,0.308310964789194
"29",2013,2021,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",224598.448636889,0.0484947843277215
"30",2014,2021,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",224598.448636889,0.052906010988014
"31",2015,2021,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",224598.448636889,0.0572393257706449
"32",2016,2021,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"outtrun",224598.448636889,0.0673158313066389
"33",2017,2021,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"outtrun",224598.448636889,0.0781814576759488
"34",2018,2021,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"outtrun",224598.448636889,0.104464626100129
"35",2019,2021,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"outtrun",224598.448636889,0.1324080425215
"36",2020,2021,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"outtrun",224598.448636889,-0.0198446628672889
"37",2013,2022,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",204085.37555282,0.0319519616089012
"38",2014,2022,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",204085.37555282,0.0336929302970954
"39",2015,2022,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",204085.37555282,0.0346128195617996
"40",2016,2022,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"outtrun",204085.37555282,0.0390704198325649
"41",2017,2022,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"outtrun",204085.37555282,0.0419203333558575
"42",2018,2022,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"outtrun",204085.37555282,0.0518774413740062
"43",2019,2022,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"outtrun",204085.37555282,0.0522937905370262
"44",2020,2022,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"outtrun",204085.37555282,-0.0562650889837856
"45",2021,2022,"dhsc_tdel","real_values","fyear","outtrun",224598.448636889,"outtrun",204085.37555282,-0.0913322118143077
"46",2013,2023,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"outtrun",200764.306469662,0.0270249508929845
"47",2014,2023,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"outtrun",200764.306469662,0.0280181355615392
"48",2015,2023,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"outtrun",200764.306469662,0.0281108694388756
"49",2016,2023,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"outtrun",200764.306469662,0.0309775663391065
"50",2017,2023,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"outtrun",200764.306469662,0.0319877233335704
"51",2018,2023,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"outtrun",200764.306469662,0.0378797454286532
"52",2019,2023,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"outtrun",200764.306469662,0.0347165849942535
"53",2020,2023,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"outtrun",200764.306469662,-0.0431183639058548
"54",2021,2023,"dhsc_tdel","real_values","fyear","outtrun",224598.448636889,"outtrun",200764.306469662,-0.0545471499140797
"55",2022,2023,"dhsc_tdel","real_values","fyear","outtrun",204085.37555282,"outtrun",200764.306469662,-0.0162729400583537
"56",2013,2024,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"planned",210217.834788115,0.028832840054527
"57",2014,2024,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"planned",210217.834788115,0.0299093578147718
"58",2015,2024,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"planned",210217.834788115,0.0302023064823687
"59",2016,2024,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"planned",210217.834788115,0.0329776983903989
"60",2017,2024,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"planned",210217.834788115,0.0341314562803423
"61",2018,2024,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"planned",210217.834788115,0.0394087611178955
"62",2019,2024,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"planned",210217.834788115,0.0371790583089704
"63",2020,2024,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"planned",210217.834788115,-0.0213228944253392
"64",2021,2024,"dhsc_tdel","real_values","fyear","outtrun",224598.448636889,"planned",210217.834788115,-0.0218151426873366
"65",2022,2024,"dhsc_tdel","real_values","fyear","outtrun",204085.37555282,"planned",210217.834788115,0.0149130500477368
"66",2023,2024,"dhsc_tdel","real_values","fyear","outtrun",200764.306469662,"planned",210217.834788115,0.0470876944447389
"67",2013,2025,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"planned",217000,0.0291182141713471
"68",2014,2025,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"planned",217000,0.030123063301347
"69",2015,2025,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"planned",217000,0.0304081465188364
"70",2016,2025,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"planned",217000,0.032898213952838
"71",2017,2025,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"planned",217000,0.0338976591533611
"72",2018,2025,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"planned",217000,0.0383848540963863
"73",2019,2025,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"planned",217000,0.0363580185482786
"74",2020,2025,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"planned",217000,-0.0108330936149804
"75",2021,2025,"dhsc_tdel","real_values","fyear","outtrun",224598.448636889,"planned",217000,-0.00856728522586547
"76",2022,2025,"dhsc_tdel","real_values","fyear","outtrun",204085.37555282,"planned",217000,0.0206635753891424
"77",2023,2025,"dhsc_tdel","real_values","fyear","outtrun",200764.306469662,"planned",217000,0.0396487015032885
"78",2024,2025,"dhsc_tdel","real_values","fyear","planned",210217.834788115,"planned",217000,0.0322625585917604
"79",2013,2026,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"planned",221727.434402743,0.028552288968452
"80",2014,2026,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"planned",221727.434402743,0.0294256681189491
"81",2015,2026,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"planned",221727.434402743,0.0296212638765321
"82",2016,2026,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"planned",221727.434402743,0.0317815165618671
"83",2017,2026,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"planned",221727.434402743,0.032544794547358
"84",2018,2026,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"planned",221727.434402743,0.0362952655117552
"85",2019,2026,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"planned",221727.434402743,0.0342635617444831
"86",2020,2026,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"planned",221727.434402743,-0.00546990082705789
"87",2021,2026,"dhsc_tdel","real_values","fyear","outtrun",224598.448636889,"planned",221727.434402743,-0.0025697486231181
"88",2022,2026,"dhsc_tdel","real_values","fyear","outtrun",204085.37555282,"planned",221727.434402743,0.0209439190171203
"89",2023,2026,"dhsc_tdel","real_values","fyear","outtrun",200764.306469662,"planned",221727.434402743,0.0336598392652483
"90",2024,2026,"dhsc_tdel","real_values","fyear","planned",210217.834788115,"planned",221727.434402743,0.0270106249289139
"91",2025,2026,"dhsc_tdel","real_values","fyear","planned",217000,"planned",221727.434402743,0.0217854119942089
"92",2013,2027,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"planned",226652.708585859,0.0280981955631652
"93",2014,2027,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"planned",226652.708585859,0.0288690601377486
"94",2015,2027,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"planned",226652.708585859,0.029001879397633
"95",2016,2027,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"planned",226652.708585859,0.0309079804915846
"96",2017,2027,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"planned",226652.708585859,0.0315069526550769
"97",2018,2027,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"planned",226652.708585859,0.0347210592343399
"98",2019,2027,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"planned",226652.708585859,0.0327495310372978
"99",2020,2027,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"planned",226652.708585859,-0.00156155376365397
"100",2021,2027,"dhsc_tdel","real_values","fyear","outtrun",224598.448636889,"planned",226652.708585859,0.00151861739729142
"101",2022,2027,"dhsc_tdel","real_values","fyear","outtrun",204085.37555282,"planned",226652.708585859,0.0211976475675153
"102",2023,2027,"dhsc_tdel","real_values","fyear","outtrun",200764.306469662,"planned",226652.708585859,0.0307862165596602
"103",2024,2027,"dhsc_tdel","real_values","fyear","planned",210217.834788115,"planned",226652.708585859,0.0254089842987362
"104",2025,2027,"dhsc_tdel","real_values","fyear","planned",217000,"planned",226652.708585859,0.0219992798654189
"105",2026,2027,"dhsc_tdel","real_values","fyear","planned",221727.434402743,"planned",226652.708585859,0.0222131925008873
"106",2013,2028,"dhsc_tdel","real_values","fyear","outtrun",153771.749920612,"planned",232631.213011778,0.0279833847623867
"107",2014,2028,"dhsc_tdel","real_values","fyear","outtrun",156559.532831336,"planned",232631.213011778,0.0286908824949146
"108",2015,2028,"dhsc_tdel","real_values","fyear","outtrun",160829.93919881,"planned",232631.213011778,0.0287997567205456
"109",2016,2028,"dhsc_tdel","real_values","fyear","outtrun",162159.350316493,"planned",232631.213011778,0.0305296677488855
"110",2017,2028,"dhsc_tdel","real_values","fyear","outtrun",166203.1756148,"planned",232631.213011778,0.0310395703581703
"111",2018,2028,"dhsc_tdel","real_values","fyear","outtrun",166706.034051496,"planned",232631.213011778,0.033883648029096
"112",2019,2028,"dhsc_tdel","real_values","fyear","outtrun",175146.257534062,"planned",232631.213011778,0.0320395650163374
"113",2020,2028,"dhsc_tdel","real_values","fyear","outtrun",229145.769173605,"planned",232631.213011778,0.00188879092562133
"114",2021,2028,"dhsc_tdel","real_values","fyear","outtrun",224598.448636889,"planned",232631.213011778,0.00503266263546132
"115",2022,2028,"dhsc_tdel","real_values","fyear","outtrun",204085.37555282,"planned",232631.213011778,0.0220591173038658
"116",2023,2028,"dhsc_tdel","real_values","fyear","outtrun",200764.306469662,"planned",232631.213011778,0.029902936607054
"117",2024,2028,"dhsc_tdel","real_values","fyear","planned",210217.834788115,"planned",232631.213011778,0.0256509973154033
"118",2025,2028,"dhsc_tdel","real_values","fyear","planned",217000,"planned",232631.213011778,0.0234565673274731
"119",2026,2028,"dhsc_tdel","real_values","fyear","planned",221727.434402743,"planned",232631.213011778,0.0242931696708537
"120",2027,2028,"dhsc_tdel","real_values","fyear","planned",226652.708585859,"planned",232631.213011778,0.0263773791331241
"121",2013,2014,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",6866.27056954051,-0.0866942184513573
"122",2013,2015,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",6381.34570474532,-0.0786942464491075
"123",2014,2015,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",6381.34570474532,-0.0706241998307438
"124",2013,2016,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",6126.8327476443,-0.0659349845780937
"125",2014,2016,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",6126.8327476443,-0.0553790875517944
"126",2015,2016,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",6126.8327476443,-0.0398839004932398
"127",2013,2017,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",6955.8969116169,-0.0192414391041006
"128",2014,2017,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",6955.8969116169,0.004332248807696
"129",2015,2017,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",6955.8969116169,0.0440479190141749
"130",2016,2017,"cdel","real_values","fyear","outtrun",6126.8327476443,"outtrun",6955.8969116169,0.135316924440506
"131",2013,2018,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",7713.64020919605,0.00515013279430065
"132",2014,2018,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",7713.64020919605,0.0295195931319634
"133",2015,2018,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",7713.64020919605,0.065243848768854
"134",2016,2018,"cdel","real_values","fyear","outtrun",6126.8327476443,"outtrun",7713.64020919605,0.122048621489437
"135",2017,2018,"cdel","real_values","fyear","outtrun",6955.8969116169,"outtrun",7713.64020919605,0.108935383489319
"136",2013,2019,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",8873.94548882996,0.0280210522193238
"137",2014,2019,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",8873.94548882996,0.0526383025031882
"138",2015,2019,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",8873.94548882996,0.0859282241444794
"139",2016,2019,"cdel","real_values","fyear","outtrun",6126.8327476443,"outtrun",8873.94548882996,0.131427969528191
"140",2017,2019,"cdel","real_values","fyear","outtrun",6955.8969116169,"outtrun",8873.94548882996,0.129488490439271
"141",2018,2019,"cdel","real_values","fyear","outtrun",7713.64020919605,"outtrun",8873.94548882996,0.150422530500012
"142",2013,2020,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",15272.3773756963,0.10655169001565
"143",2014,2020,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",15272.3773756963,0.14252125684522
"144",2015,2020,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",15272.3773756963,0.190690462154733
"145",2016,2020,"cdel","real_values","fyear","outtrun",6126.8327476443,"outtrun",15272.3773756963,0.256514936303552
"146",2017,2020,"cdel","real_values","fyear","outtrun",6955.8969116169,"outtrun",15272.3773756963,0.299724094185811
"147",2018,2020,"cdel","real_values","fyear","outtrun",7713.64020919605,"outtrun",15272.3773756963,0.407095695245487
"148",2019,2020,"cdel","real_values","fyear","outtrun",8873.94548882996,"outtrun",15272.3773756963,0.721035743899976
"149",2013,2021,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",10936.4527543588,0.0479642605879913
"150",2014,2021,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",10936.4527543588,0.0687579711685729
"151",2015,2021,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",10936.4527543588,0.09394134025418
"152",2016,2021,"cdel","real_values","fyear","outtrun",6126.8327476443,"outtrun",10936.4527543588,0.12286641235516
"153",2017,2021,"cdel","real_values","fyear","outtrun",6955.8969116169,"outtrun",10936.4527543588,0.119775177355097
"154",2018,2021,"cdel","real_values","fyear","outtrun",7713.64020919605,"outtrun",10936.4527543588,0.123411937370205
"155",2019,2021,"cdel","real_values","fyear","outtrun",8873.94548882996,"outtrun",10936.4527543588,0.11014539628729
"156",2020,2021,"cdel","real_values","fyear","outtrun",15272.3773756963,"outtrun",10936.4527543588,-0.283906330669741
"157",2013,2022,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",11035.0944015251,0.043563879258808
"158",2014,2022,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",11035.0944015251,0.061101412035083
"159",2015,2022,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",11035.0944015251,0.0813854951284905
"160",2016,2022,"cdel","real_values","fyear","outtrun",6126.8327476443,"outtrun",11035.0944015251,0.103036807173304
"161",2017,2022,"cdel","real_values","fyear","outtrun",6955.8969116169,"outtrun",11035.0944015251,0.0966917669227287
"162",2018,2022,"cdel","real_values","fyear","outtrun",7713.64020919605,"outtrun",11035.0944015251,0.0936520432773591
"163",2019,2022,"cdel","real_values","fyear","outtrun",8873.94548882996,"outtrun",11035.0944015251,0.0753580702856762
"164",2020,2022,"cdel","real_values","fyear","outtrun",15272.3773756963,"outtrun",11035.0944015251,-0.149969120219595
"165",2021,2022,"cdel","real_values","fyear","outtrun",10936.4527543588,"outtrun",11035.0944015251,0.00901952848714904
"166",2013,2023,"cdel","real_values","fyear","outtrun",7518.04128284149,"outtrun",11196.6224127285,0.0406345305383862
"167",2014,2023,"cdel","real_values","fyear","outtrun",6866.27056954051,"outtrun",11196.6224127285,0.0558354403336674
"168",2015,2023,"cdel","real_values","fyear","outtrun",6381.34570474532,"outtrun",11196.6224127285,0.0728076085956133
"169",2016,2023,"cdel","real_values","fyear","outtrun",6126.8327476443,"outtrun",11196.6224127285,0.0899517846147595
"170",2017,2023,"cdel","real_values","fyear","outtrun",6955.8969116169,"outtrun",11196.6224127285,0.0825691560696902
"171",2018,2023,"cdel","real_values","fyear","outtrun",7713.64020919605,"outtrun",11196.6224127285,0.0773716192409459
"172",2019,2023,"cdel","real_values","fyear","outtrun",8873.94548882996,"outtrun",11196.6224127285,0.0598455215282374
"173",2020,2023,"cdel","real_values","fyear","outtrun",15272.3773756963,"outtrun",11196.6224127285,-0.0983040301275692
"174",2021,2023,"cdel","real_values","fyear","outtrun",10936.4527543588,"outtrun",11196.6224127285,0.0118246972514344
"175",2022,2023,"cdel","real_values","fyear","outtrun",11035.0944015251,"outtrun",11196.6224127285,0.0146376646475341
"176",2013,2024,"cdel","real_values","fyear","outtrun",7518.04128284149,"planned",11906.8695485456,0.0426868563063931
"177",2014,2024,"cdel","real_values","fyear","outtrun",6866.27056954051,"planned",11906.8695485456,0.0565928518768395
"178",2015,2024,"cdel","real_values","fyear","outtrun",6381.34570474532,"planned",11906.8695485456,0.0717620355175221
"179",2016,2024,"cdel","real_values","fyear","outtrun",6126.8327476443,"planned",11906.8695485456,0.0866012400404297
"180",2017,2024,"cdel","real_values","fyear","outtrun",6955.8969116169,"planned",11906.8695485456,0.0798146327183122
"181",2018,2024,"cdel","real_values","fyear","outtrun",7713.64020919605,"planned",11906.8695485456,0.0750360703751547
"182",2019,2024,"cdel","real_values","fyear","outtrun",8873.94548882996,"planned",11906.8695485456,0.0605622576933085
"183",2020,2024,"cdel","real_values","fyear","outtrun",15272.3773756963,"planned",11906.8695485456,-0.0603356786742071
"184",2021,2024,"cdel","real_values","fyear","outtrun",10936.4527543588,"planned",11906.8695485456,0.0287433435263638
"185",2022,2024,"cdel","real_values","fyear","outtrun",11035.0944015251,"planned",11906.8695485456,0.0387493652004343
"186",2023,2024,"cdel","real_values","fyear","outtrun",11196.6224127285,"planned",11906.8695485456,0.0634340526666033
"187",2013,2025,"cdel","real_values","fyear","outtrun",7518.04128284149,"planned",13600,0.050637384686945
"188",2014,2025,"cdel","real_values","fyear","outtrun",6866.27056954051,"planned",13600,0.0641024769572884
"189",2015,2025,"cdel","real_values","fyear","outtrun",6381.34570474532,"planned",13600,0.0786055820831442
"190",2016,2025,"cdel","real_values","fyear","outtrun",6126.8327476443,"planned",13600,0.0926425228951784
"191",2017,2025,"cdel","real_values","fyear","outtrun",6955.8969116169,"planned",13600,0.0874222661822599
"192",2018,2025,"cdel","real_values","fyear","outtrun",7713.64020919605,"planned",13600,0.0843832236598125
"193",2019,2025,"cdel","real_values","fyear","outtrun",8873.94548882996,"planned",13600,0.0737512735938839
"194",2020,2025,"cdel","real_values","fyear","outtrun",15272.3773756963,"planned",13600,-0.022928259964735
"195",2021,2025,"cdel","real_values","fyear","outtrun",10936.4527543588,"planned",13600,0.0560041059152523
"196",2022,2025,"cdel","real_values","fyear","outtrun",11035.0944015251,"planned",13600,0.0721468777727228
"197",2023,2025,"cdel","real_values","fyear","outtrun",11196.6224127285,"planned",13600,0.102112524767482
"198",2024,2025,"cdel","real_values","fyear","planned",11906.8695485456,"planned",13600,0.142197782931217
"199",2013,2026,"cdel","real_values","fyear","outtrun",7518.04128284149,"planned",13771.8903355741,0.0476644784437268
"200",2014,2026,"cdel","real_values","fyear","outtrun",6866.27056954051,"planned",13771.8903355741,0.059715744679526
"201",2015,2026,"cdel","real_values","fyear","outtrun",6381.34570474532,"planned",13771.8903355741,0.0724351149275941
"202",2016,2026,"cdel","real_values","fyear","outtrun",6126.8327476443,"planned",13771.8903355741,0.0843656533005794
"203",2017,2026,"cdel","real_values","fyear","outtrun",6955.8969116169,"planned",13771.8903355741,0.078847467731715
"204",2018,2026,"cdel","real_values","fyear","outtrun",7713.64020919605,"planned",13771.8903355741,0.0751443381855368
"205",2019,2026,"cdel","real_values","fyear","outtrun",8873.94548882996,"planned",13771.8903355741,0.0648001758071861
"206",2020,2026,"cdel","real_values","fyear","outtrun",15272.3773756963,"planned",13771.8903355741,-0.01708834492712
"207",2021,2026,"cdel","real_values","fyear","outtrun",10936.4527543588,"planned",13771.8903355741,0.0471850053753986
"208",2022,2026,"cdel","real_values","fyear","outtrun",11035.0944015251,"planned",13771.8903355741,0.0569498361365572
"209",2023,2026,"cdel","real_values","fyear","outtrun",11196.6224127285,"planned",13771.8903355741,0.0714424306618464
"210",2024,2026,"cdel","real_values","fyear","planned",11906.8695485456,"planned",13771.8903355741,0.0754692070435437
"211",2025,2026,"cdel","real_values","fyear","planned",13600,"planned",13771.8903355741,0.012638995262803
"212",2013,2027,"cdel","real_values","fyear","outtrun",7518.04128284149,"planned",13304.1572883235,0.0416118321609098
"213",2014,2027,"cdel","real_values","fyear","outtrun",6866.27056954051,"planned",13304.1572883235,0.0521978736637181
"214",2015,2027,"cdel","real_values","fyear","outtrun",6381.34570474532,"planned",13304.1572883235,0.0631378775175582
"215",2016,2027,"cdel","real_values","fyear","outtrun",6126.8327476443,"planned",13304.1572883235,0.073034680753806
"216",2017,2027,"cdel","real_values","fyear","outtrun",6955.8969116169,"planned",13304.1572883235,0.0669975528322238
"217",2018,2027,"cdel","real_values","fyear","outtrun",7713.64020919605,"planned",13304.1572883235,0.0624368127236818
"218",2019,2027,"cdel","real_values","fyear","outtrun",8873.94548882996,"planned",13304.1572883235,0.0519226992223658
"219",2020,2027,"cdel","real_values","fyear","outtrun",15272.3773756963,"planned",13304.1572883235,-0.0195169202784705
"220",2021,2027,"cdel","real_values","fyear","outtrun",10936.4527543588,"planned",13304.1572883235,0.0332017860755853
"221",2022,2027,"cdel","real_values","fyear","outtrun",11035.0944015251,"planned",13304.1572883235,0.0381073443675901
"222",2023,2027,"cdel","real_values","fyear","outtrun",11196.6224127285,"planned",13304.1572883235,0.044059103579263
"223",2024,2027,"cdel","real_values","fyear","planned",11906.8695485456,"planned",13304.1572883235,0.0376795509466374
"224",2025,2027,"cdel","real_values","fyear","planned",13600,"planned",13304.1572883235,-0.0109363724028909
"225",2026,2027,"cdel","real_values","fyear","planned",13771.8903355741,"planned",13304.1572883235,-0.0339628791584553
"226",2013,2028,"cdel","real_values","fyear","outtrun",7518.04128284149,"planned",13995.6989942045,0.0422998113396515
"227",2014,2028,"cdel","real_values","fyear","outtrun",6866.27056954051,"planned",13995.6989942045,0.0521822647093484
"228",2015,2028,"cdel","real_values","fyear","outtrun",6381.34570474532,"planned",13995.6989942045,0.062275344519015
"229",2016,2028,"cdel","real_values","fyear","outtrun",6126.8327476443,"planned",13995.6989942045,0.071264090670623
"230",2017,2028,"cdel","real_values","fyear","outtrun",6955.8969116169,"planned",13995.6989942045,0.0656234495179782
"231",2018,2028,"cdel","real_values","fyear","outtrun",7713.64020919605,"planned",13995.6989942045,0.0613864073928334
"232",2019,2028,"cdel","real_values","fyear","outtrun",8873.94548882996,"planned",13995.6989942045,0.0519289957549662
"233",2020,2028,"cdel","real_values","fyear","outtrun",15272.3773756963,"planned",13995.6989942045,-0.0108526465461739
"234",2021,2028,"cdel","real_values","fyear","outtrun",10936.4527543588,"planned",13995.6989942045,0.0358636361405671
"235",2022,2028,"cdel","real_values","fyear","outtrun",11035.0944015251,"planned",13995.6989942045,0.0404065798142041
"236",2023,2028,"cdel","real_values","fyear","outtrun",11196.6224127285,"planned",13995.6989942045,0.0456383718293616
"237",2024,2028,"cdel","real_values","fyear","planned",11906.8695485456,"planned",13995.6989942045,0.0412361783240263
"238",2025,2028,"cdel","real_values","fyear","planned",13600,"planned",13995.6989942045,0.00960593530744802
"239",2026,2028,"cdel","real_values","fyear","planned",13771.8903355741,"planned",13995.6989942045,0.00809281376935544
"240",2027,2028,"cdel","real_values","fyear","planned",13304.1572883235,"planned",13995.6989942045,0.0519793693726061
"241",2013,2014,"dhsc_rdel","real_values","fyear","outtrun",146253.708637771,"outtrun",149691.880996341,0.0235082747001401
"242",2013,2015,"dhsc_rdel","real_values","fyear","outtrun",146253.708637771,"outtrun",154447.221751652,0.027629602852504
