sex,age,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122
Females,78,225984,224110,228389,294573,269717,252240,244606,237783,234971,238958,242402,240226,247780,257125,266391,273761,280319,291777,303844,310840,318092,322424,321748,321370,320065,321104,314546,323176,311099,300546,290606,288418,283692,279498,286411,309496,324833,326229,324482,329467,331939,344762,349474,357196,368257,367419,373763,377470,378224,373816,378525,374828,373760,383125,379766,380303,374308,372590,373485,374510,381014,380591,380860,385930,397498,395416,398799,403583,405455,399100,394294,394406,398143,392823,388180,386104,383980,377583,380898,368661,369071,371155,372758,373931,374836,375668,376474,377260,378039,378973,380083,381284,382548,383947,385464,387012,388500,389918,391272,392374,393161
Females,79,206543,219022,217490,221771,286168,262148,245243,237883,231299,228616,232558,235984,233946,241383,250572,259689,266960,273444,284705,296564,303474,310637,314947,314367,314077,312880,313974,307638,316154,304416,294160,284501,282425,277862,273818,280652,303338,318437,319877,318233,323190,325684,338334,343028,350680,361612,360861,367164,370878,371689,367428,372128,368563,367582,376858,373623,374220,368384,366758,367702,368776,375243,374890,375217,380274,391733,389747,393142,397920,399829,393622,388943,389112,392857,387665,383139,381145,379102,372841,376165,364131,364586,366694,368326,369534,370477,371346,372192,373015,373832,374803,375945,377179,378474,379903,381448,383024,384540,385988,387371,388505
Females,80,181398,199303,211664,210332,214609,277074,253938,237655,230590,224264,221720,225612,229014,227119,234426,243441,252389,259550,265945,276989,288617,295431,302492,306777,306300,306104,305024,306175,300079,308471,297099,287167,277811,275856,271471,267588,274335,296582,311422,312907,311373,316299,318814,331274,335949,343521,354308,353652,359909,363629,364503,360402,365088,361667,360779,369960,366858,367517,361857,360330,361329,362453,368880,368602,368992,374033,385375,383488,386897,391668,393615,387572,383030,383261,387013,381962,377565,375661,373707,367594,370928,359117,359621,361753,363418,364665,365648,366559,367447,368310,369168,370178,371357,372626,373955,375416,376992,378598,380146,381625,383041
Females,81,159103,174142,191665,203720,202594,206855,267215,245033,229418,222670,216622,214227,218061,221433,219689,226850,235670,244429,251461,257757,268558,279929,286634,293581,297838,297470,297376,296420,297632,291797,300049,289076,279495,270471,268647,264453,260745,267394,289160,303711,305243,303829,308719,311257,323506,328157,335638,346266,345712,351916,355641,356582,352654,357326,354060,353274,362345,359390,360116,354650,353231,354287,355466,361846,361650,362108,367130,378340,376564,379987,384748,386736,380872,376480,376779,380539,375642,371387,369580,367723,361774,365118,353553,354110,356269,357969,359258,360285,361241,362175,363082,363984,365037,366255,367562,368928,370425,372034,373674,375256,376770
Females,82,161481,151850,166527,183458,195172,194252,198477,256554,235392,220494,214087,208338,206104,209872,213206,211622,218617,227217,235765,242652,248831,259362,270447,277029,283849,288071,287819,287834,287011,288285,282735,290829,280290,271094,262430,260745,256760,253243,259783,281017,295248,296829,295545,300392,302954,314968,319589,326970,337419,336975,343119,346846,347859,344121,348773,345677,345001,353951,351154,351954,346698,345398,346515,347752,354079,353972,354503,359504,370564,368910,372347,377096,379127,373460,369235,369607,373374,368646,364546,362846,361096,355325,358681,347387,348002,350190,351928,353262,354336,355342,356324,357280,358232,359330,360592,361940,363347,364882,366528,368204,369823
Females,83,155575,153066,144244,158350,174632,185964,185242,189416,245011,224939,210809,204768,199341,197279,200971,204261,202841,209649,218006,226315,233035,239080,249309,260079,266522,273198,277377,277250,277378,276696,278036,272792,280711,270645,261867,253594,252060,248301,244989,251409,272053,285931,287562,286418,291216,293799,305552,310138,317404,327654,327327,333401,337128,338217,334687,339313,336404,335847,344659,342036,342913,337888,336716,337899,339199,345465,345453,346063,351037,361931,360409,363860,368593,370671,365221,361178,361628,365402,360859,356930,355348,353715,348141,351506,340515,341192,343412,345190,346572,347698,348757,349793,350802,351807,352955,354265,355658,357109,358686,360371,362086
Females,84,145758,146351,144306,136128,149610,165179,176075,175547,179652,232556,213647,200337,194686,189605,187725,191333,194566,193320,199919,208000,216044,222577,228468,238363,248783,255070,261584,265710,265715,265962,265428,266836,261919,269644,260090,251763,243914,242544,239027,235938,242219,262216,275702,277384,276390,281129,283731,295193,299738,306875,316900,316700,322692,326415,327586,324279,328876,326169,325738,334396,331961,332920,328147,327114,328368,329734,335928,336019,336716,341658,352364,350985,354448,359161,361289,356077,352231,352767,356546,352207,348465,347011,345507,340149,343525,332866,333611,335864,337685,339119,340302,341418,342512,343579,344640,345844,347204,348646,350145,351766,353495
Females,85,132931,135951,136828,135036,127524,140324,155108,165515,165180,169193,219198,201520,189082,183844,179132,177446,180956,184124,183055,189421,197197,204948,211269,216986,226513,236549,242659,248992,253057,253196,253565,253188,254661,250096,257605,248599,240759,233368,232170,228912,226060,232187,251474,264527,266261,265425,270096,272714,283856,288349,295340,305116,305049,310948,314663,315918,312853,317414,314922,314627,323112,320878,321925,317425,316541,317868,319305,325415,325618,326407,331309,341806,340581,344055,348743,350922,345969,342340,342967,346748,342633,339094,337781,336416,331296,334679,324387,325205,327492,329359,330847,332091,333268,334425,335553,336677,337939,339354,340848,342398,344068
Females,86,120253,122781,125929,126853,125312,118479,130536,144468,154338,154185,158083,204991,188606,177085,172282,167960,166476,169877,172966,172079,178186,185629,193054,199141,204663,213787,223401,229315,235445,239435,239712,240205,239989,241527,237335,244601,236182,228861,221958,220940,217958,215358,221313,239822,252402,254186,253516,258108,260738,271525,275957,282783,292282,292355,298147,301848,303189,300383,304897,302636,302484,310775,308756,309894,305688,304963,306366,307874,313892,314213,315095,319952,330214,329154,332635,337293,339525,334853,331458,332182,335963,332089,328771,327608,326394,321531,324922,315031,315926,318250,320162,321710,323016,324260,325483,326677,327867,329192,330664,332214,333819
Females,87,107756,109804,112523,115543,116503,115209,109055,120312,133330,142614,142631,146389,190016,174976,164413,160063,156148,154874,158151,161149,160446,166269,173348,180417,186245,191550,200235,209389,215083,220988,224887,225302,225919,225866,227465,223662,230660,222862,216090,209705,208874,206181,203844,209608,227275,239336,241168,240669,245167,247806,258201,262558,269199,278392,278609,284278,287957,289384,286851,291308,289292,289289,297363,295572,296803,292911,292353,293832,295414,301325,301768,302748,307550,317550,316665,320151,324768,327053,322684,319541,320366,324141,320527,317448,316447,315393,310809,314205,304751,305727,308087,310048,311655,313029,314342,315633,316898,318157,319548,321081,322689
Females,88,93503,97087,99382,102017,104888,105870,104802,99325,109735,121782,130434,130606,134199,174383,160731,151157,147273,143779,142717,145858,148751,148231,153745,160428,167112,172656,177721,185931,194589,200041,205694,209488,210036,210774,210883,212536,209136,215839,208693,202495,196652,196011,193617,191554,197105,213865,225365,227236,226912,231303,233940,243907,248176,254611,263467,263829,269358,273004,274515,272268,276657,274896,275046,282879,281327,282651,279092,278707,280263,281917,287706,288275,289355,294089,303800,303099,306582,311151,313487,309439,306566,307496,311259,307924,305099,304268,303385,299101,302497,293515,294577,296970,298981,300649,302093,303477,304841,306178,307509,308968,310565
Females,89,82262,82988,86628,88882,91405,94105,95083,94225,89420,98941,109971,117951,118262,121664,158282,146043,137477,134066,130999,130150,133139,135912,135570,140750,147010,153282,158517,163321,171023,179150,184337,189715,193385,194061,194910,195178,196875,193886,200267,193794,188191,182906,182454,180366,178583,183901,199690,210585,212491,212343,216609,219235,228738,232905,239110,247597,248104,253475,257076,258668,256717,261023,259527,259831,267397,266093,267508,264299,264090,265721,267444,273095,273790,274970,279624,289017,288507,291979,296489,298871,295167,292577,293614,297356,294316,291760,291107,290402,286439,289829,281354,282502,284927,286986,288716,290231,291687,293125,294535,295942,297472
Females,90,72690,71768,72847,76255,78435,80824,83326,84282,83620,79470,88073,98051,105327,105754,108941,141911,131094,123541,120600,117961,117318,120142,122780,122606,127431,133243,139078,143981,148500,155664,163231,168127,173207,176733,177526,178476,178893,180621,178046,184078,178292,173295,168580,168313,166534,165032,170092,184853,195105,197035,197060,201184,203786,212790,216838,222789,230874,231525,236715,240259,241925,240277,244484,243256,243714,250985,249935,251436,248588,248557,250258,252047,257539,258360,259638,264198,273243,272928,276381,280817,283241,279896,277601,278744,282457,279728,277451,276984,276463,272838,276214,268278,269512,271965,274070,275861,277447,278976,280487,281973,283455
Females,91,62479,62076,61723,62846,65984,68053,70267,72540,73456,72970,69455,77106,85990,92521,93038,95981,125203,115811,109273,106797,104582,104136,106773,109252,109232,113671,119000,124360,128898,133100,139684,146643,151214,155959,159311,160203,161236,161788,163525,161365,167006,161924,157547,153416,153327,151857,150635,155405,169053,178599,180535,180726,184678,187237,195687,199587,205246,212880,213664,218641,222102,223829,222488,226569,225613,226219,233153,232360,233937,231464,231611,233372,235215,240517,241459,242828,247269,255915,255798,259213,263553,266007,263042,261057,262303,265969,263568,261588,261312,260982,257718,261065,253716,255035,257507,259651,261498,263151,264750,266333,267891
Females,92,52675,52047,52134,52013,53132,55960,57867,59866,61889,62744,62411,59501,66175,73934,79687,80262,82930,108341,100357,94820,92792,90987,90719,93143,95436,95548,99566,104373,109219,113353,117200,123156,129456,133659,138025,141166,142130,143219,143882,145599,143844,149046,144676,140926,137385,137459,136291,135342,139779,152217,160983,162899,163241,166982,169468,177294,181008,186324,193443,194343,199061,202403,204169,203134,207050,206364,207105,213643,213105,214738,212652,212969,214771,216648,221716,222767,224213,228497,236675,236754,240102,244311,246775,244209,242548,243887,247477,245421,243753,243670,243534,240656,243950,237245,238640,241115,243284,245176,246886,248546,250192
Females,93,41709,42711,42599,42833,42885,43957,46439,48144,49907,51669,52448,52242,49891,55592,62229,67193,67795,70165,91811,85177,80597,78987,77562,77448,79636,81718,81935,85506,89765,94068,97768,101229,106522,112127,115926,119876,122769,123773,124886,125628,127292,125920,130639,126969,123832,120870,121083,120200,119506,123571,134725,142650,144515,144984,148475,150855,157997,161484,166408,172953,173943,178355,181540,183314,182573,186282,185852,186706,192791,192495,194158,192457,192928,194744,196630,201416,202557,204057,208143,215785,216047,219294,223332,225778,223620,222286,223699,227180,225476,224125,224229,224282,221806,225017,219001,220457,222912,225086,227005,228757,230463
Females,94,32715,32811,33956,34013,34336,34504,35484,37599,39083,40598,42095,42786,42680,40833,45589,51134,55318,55916,57972,75987,70614,66925,65692,64610,64619,66552,68403,68694,71802,75497,79240,82484,85535,90144,95030,98396,101899,104512,105519,106621,107408,108984,107960,112162,109161,106609,104199,104523,103898,103434,107091,116908,123944,125723,126290,129492,131729,138135,141354,145839,151756,152804,156863,159849,161596,161126,164584,164388,165326,170901,170824,172485,171157,171757,173555,175418,179873,181076,182601,186444,193481,193906,197013,200834,203228,201476,200463,201925,205256,203903,202865,203141,203370,201302,204395,199103,200598,203005,205157,207079,208850
Females,95,25328,24891,25252,26256,26418,26779,27006,27861,29611,30864,32129,33367,33961,33930,32522,36386,40897,44332,44897,46635,61239,57011,54127,53222,52436,52536,54202,55806,56141,58781,61911,65089,67867,70494,74414,78575,81489,84525,86830,87804,88859,89653,91108,90389,94048,91668,89658,87760,88160,87760,87493,90715,99170,105285,106943,107573,110450,112510,118138,121052,125056,130300,131369,135031,137776,139457,139225,142389,142394,143381,148395,148505,150127,149146,149843,151587,153390,157464,158696,160211,163764,170132,170691,173613,177170,179472,178112,177402,178880,182018,181002,180262,180688,181071,179406,182340,177791,179298,181621,183720,185614
Females,96,19163,18587,18488,18842,19686,19900,20252,20492,21209,22612,23635,24658,25650,26145,26164,25128,28174,31736,34474,34984,36410,47905,44683,42502,41870,41329,41486,42882,44233,44581,46762,49342,51968,54282,56483,59729,63179,65635,68197,70176,71083,72058,72822,74126,73662,76768,74945,73419,71979,72420,72204,72096,74866,81968,87154,88659,89313,91837,93687,98516,101091,104584,109124,110174,113403,115869,117443,117408,120238,120403,121399,125810,126068,127610,126940,127696,129346,131049,134697,135919,137385,140603,146247,146903,149595,152840,155007,154011,153574,155031,157929,157224,156756,157300,157807,156526,159258,155451,156936,159137,161144
Females,97,13992,13532,13288,13271,13589,14269,14488,14799,15026,15603,16688,17493,18292,19060,19458,19506,18772,21095,23816,25927,26366,27498,36254,33884,32295,31879,31530,31713,32845,33947,34281,36028,38089,40192,42062,43850,46456,49231,51239,53336,54984,55794,56661,57363,58493,58229,60789,59448,58337,57290,57738,57662,57672,59986,65784,70059,71384,72026,74179,75792,79824,82037,85003,88828,89819,92591,94746,96176,96289,98754,99033,99996,103778,104139,105561,105154,105927,107444,109007,112194,113364,114740,117584,122465,123176,125596,128486,130475,129801,129596,130989,133604,133171,132938,133561,134153,133224,135710,132622,134046,136084
Females,98,9950,9491,9293,9153,9179,9444,9964,10159,10416,10613,11057,11864,12472,13072,13646,13954,14013,13515,15222,17226,18795,19156,20021,26454,24777,23666,23410,23203,23387,24272,25138,25437,26788,28378,30005,31464,32867,34889,37045,38631,40290,41614,42308,43046,43662,44605,44486,46527,45584,44813,44088,44512,44533,44619,46491,51073,54486,55612,56208,57987,59347,62609,64451,66892,70016,70912,73219,75043,76297,76508,78590,78935,79826,82973,83389,84656,84456,85205,86553,87942,90646,91725,92973,95414,99517,100236,102349,104851,106622,106217,106195,107482,109776,109567,109521,110180,110814,110190,112392,109976,111299
Females,99,6965,6474,6251,6131,6057,6100,6304,6680,6840,7039,7197,7524,8099,8539,8971,9382,9611,9670,9347,10552,11970,13090,13372,14007,18549,17412,16668,16524,16414,16580,17245,17899,18150,19155,20335,21546,22640,23699,25209,26821,28026,29289,30312,30879,31480,31993,32748,32724,34292,33661,33155,32680,33057,33134,33260,34719,38211,40839,41759,42282,43699,44803,47349,48828,50766,53229,54003,55855,57344,58401,58661,60358,60724,61510,64040,64466,65551,65502,66188,67342,68531,70749,71702,72790,74816,78153,78837,80621,82715,84238,84042,84148,85293,87240,87200,87288,87938,88570,88195,90083,88270
Females,100,4770,4342,4086,3945,3876,3841,3883,4029,4288,4409,4554,4673,4902,5293,5597,5894,6176,6338,6390,6190,7005,7966,8732,8940,9387,12459,11722,11247,11175,11125,11263,11741,12213,12411,13127,13966,14830,15616,16381,17462,18618,19495,20416,21173,21614,22080,22485,23062,23092,24247,23848,23536,23244,23559,23659,23795,24887,27442,29386,30104,30539,31621,32480,34389,35529,37006,38872,39509,40937,42103,42955,43223,44551,44899,45559,47515,47913,48803,48849,49443,50390,51365,53115,53919,54827,56444,59057,59670,61118,62805,64063,64014,64195,65169,66760,66832,67002,67603,68192,68005,69564
Females,101,3197,2844,2621,2463,2378,2340,2325,2358,2457,2626,2711,2811,2894,3046,3300,3499,3694,3878,3988,4029,3911,4437,5058,5557,5703,6002,7985,7530,7242,7212,7196,7302,7629,7953,8100,8587,9156,9743,10282,10809,11547,12338,12947,13588,14121,14446,14788,15091,15510,15563,16374,16138,15959,15793,16039,16139,16264,17045,18831,20205,20739,21079,21868,22505,23873,24712,25788,27139,27635,28687,29559,30212,30456,31449,31752,32277,33723,34066,34760,34855,35340,36080,36842,38163,38807,39528,40763,42722,43238,44362,45662,46654,46695,46904,47693,48937,49068,49272,49794,50307,50248
Females,102,2023,1821,1642,1509,1415,1366,1346,1340,1363,1426,1531,1587,1651,1706,1801,1958,2082,2203,2317,2387,2417,2352,2674,3056,3365,3462,3652,4869,4603,4437,4428,4429,4504,4716,4928,5030,5344,5711,6090,6441,6786,7265,7780,8181,8605,8961,9187,9424,9637,9926,9980,10522,10392,10297,10211,10391,10477,10580,11110,12298,13222,13598,13848,14395,14843,15776,16361,17107,18037,18402,19138,19757,20232,20433,21139,21382,21775,22792,23066,23579,23686,24059,24606,25171,26120,26607,27149,28046,29445,29852,30681,31635,32377,32460,32661,33266,34191,34340,34540,34963,35382
Females,103,753,1100,1006,903,828,775,747,737,735,750,787,849,883,922,956,1013,1104,1177,1249,1316,1358,1378,1344,1532,1755,1936,1997,2111,2821,2673,2582,2583,2589,2639,2769,2900,2966,3158,3382,3615,3831,4045,4340,4657,4907,5173,5398,5546,5700,5841,6029,6074,6417,6351,6305,6265,6388,6454,6531,6871,7621,8210,8460,8632,8991,9288,9891,10278,10767,11374,11626,12114,12529,12854,13006,13480,13661,13937,14615,14818,15175,15271,15540,15921,16316,16961,17308,17692,18309,19256,19556,20134,20796,21320,21412,21581,22018,22669,22806,22977,23298
Females,104,413,391,581,529,473,432,404,389,383,383,392,413,447,467,489,509,541,591,632,672,709,733,746,729,833,956,1057,1092,1157,1550,1472,1425,1428,1434,1465,1541,1617,1657,1768,1897,2032,2158,2283,2455,2640,2787,2944,3078,3169,3263,3351,3465,3498,3703,3672,3653,3636,3715,3761,3813,4019,4466,4821,4977,5088,5309,5495,5862,6103,6405,6779,6942,7247,7509,7717,7823,8123,8247,8428,8854,8993,9226,9301,9482,9731,9990,10403,10634,10889,11288,11893,12099,12478,12910,13258,13337,13465,13761,14191,14301,14432
Females,105 - 109,531,437,393,468,478,453,420,390,364,350,345,348,362,387,410,432,455,482,520,560,600,639,669,691,694,749,839,938,1002,1069,1304,1380,1391,1396,1405,1423,1475,1544,1601,1690,1804,1933,2065,2198,2356,2536,2704,2872,3031,3158,3274,3381,3499,3578,3731,3796,3820,3828,3879,3935,3996,4147,4477,4848,5127,5332,5561,5781,6100,6403,6733,7116,7408,7730,8049,8334,8544,8829,9052,9278,9644,9926,10211,10410,10625,10887,11185,11589,11947,12291,12713,13295,13731,14190,14694,15172,15476,15721,16034,16465,16774
Females,110 and over,12,11,10,9,8,7,6,5,6,6,7,6,5,4,4,4,4,4,5,6,7,7,7,8,8,9,9,9,9,9,10,12,13,13,14,18,19,19,21,21,21,22,23,24,25,26,28,30,34,35,38,40,43,46,47,49,50,52,53,57,59,60,60,61,63,64,66,72,79,84,86,90,94,101,106,112,119,123,130,136,141,144,149,154,158,165,172,178,182,186,192,197,206,213,218,227,239,247,256,266,277
Males,0,305081,292898,294386,297580,299754,300903,301350,301721,302059,302380,302708,303209,303951,304792,305719,306779,307996,309262,310460,311573,312590,313313,313652,313754,313668,313440,312659,311243,309646,307949,306228,304446,302610,300911,299462,298275,297269,296441,295844,295469,295304,295253,295279,295472,295799,296198,296646,297097,297540,297991,298402,298756,299042,299247,299359,299372,299283,299087,298780,298372,297873,297300,296664,295986,295286,294591,293917,293278,292685,292154,291697,291319,291016,290790,290638,290555,290533,290561,290630,290728,290846,290970,291094,291204,291295,291360,291391,291386,291339,291250,291121,290951,290745,290504,290236,289945,289640,289326,289010,288697,288397
Males,1,303201,309600,296740,297815,300590,302344,303076,303526,303900,304241,304565,304896,305399,306143,306985,307912,308975,310193,311460,312659,313772,314791,315514,315855,315958,315874,315648,314870,313456,311862,310169,308452,306673,304839,303144,301698,300513,299509,298683,298089,297715,297551,297502,297529,297723,298051,298451,298900,299351,299794,300246,300658,301014,301300,301507,301620,301633,301547,301351,301046,300639,300141,299570,298936,298259,297561,296868,296195,295557,294967,294437,293981,293604,293302,293077,292926,292844,292823,292851,292922,293021,293138,293263,293388,293499,293591,293656,293689,293684,293638,293550,293422,293253,293047,292807,292542,292251,291946,291633,291318,291007
Males,2,314338,308907,314404,301016,301559,303798,305016,305749,306200,306574,306916,307241,307574,308076,308821,309663,310590,311654,312872,314138,315336,316450,317469,318192,318534,318637,318555,318330,317553,316142,314550,312860,311144,309369,307538,305844,304400,303218,302215,301391,300798,300424,300261,300212,300240,300435,300763,301164,301613,302064,302507,302959,303372,303729,304015,304222,304335,304350,304264,304069,303765,303359,302862,302292,301661,300984,300286,299594,298923,298286,297696,297168,296713,296337,296035,295811,295661,295579,295558,295587,295658,295758,295875,296000,296125,296237,296329,296395,296428,296424,296378,296290,296164,295995,295790,295550,295286,294994,294692,294379,294066
Males,3,320870,318886,312525,317514,303621,303660,305391,306610,307344,307795,308170,308513,308837,309171,309674,310418,311261,312188,313251,314469,315735,316932,318046,319065,319789,320131,320235,320153,319929,319154,317744,316155,314467,312753,310980,309151,307459,306017,304836,303835,303012,302419,302046,301884,301836,301864,302059,302388,302789,303237,303689,304131,304584,304997,305354,305639,305848,305962,305977,305891,305698,305393,304989,304494,303925,303294,302617,301921,301231,300560,299924,299334,298806,298354,297977,297676,297452,297304,297222,297201,297230,297301,297401,297519,297644,297769,297882,297974,298040,298073,298070,298024,297937,297811,297643,297439,297199,296935,296645,296342,296030
Males,4,324786,325046,322116,315257,319745,305356,304899,306631,307851,308585,309036,309412,309755,310080,310413,310917,311661,312505,313431,314494,315712,316977,318174,319287,320306,321030,321372,321478,321396,321173,320398,318991,317404,315718,314004,312233,310407,308716,307276,306095,305095,304274,303683,303309,303148,303099,303128,303324,303653,304055,304503,304953,305395,305849,306261,306618,306904,307113,307228,307243,307158,306965,306662,306259,305764,305195,304566,303890,303195,302505,301835,301199,300609,300083,299631,299255,298954,298731,298584,298501,298481,298510,298581,298681,298798,298924,299051,299164,299256,299322,299355,299353,299307,299220,299094,298928,298723,298483,298221,297931,297628
Males,5,332687,328783,328121,324710,317372,321375,306508,306056,307789,309009,309742,310196,310571,310914,311238,311573,312076,312821,313665,314590,315654,316872,318136,319333,320445,321465,322188,322531,322637,322556,322333,321560,320154,318568,316883,315171,313401,311577,309887,308448,307269,306269,305450,304859,304485,304324,304276,304305,304502,304832,305234,305681,306130,306573,307027,307439,307796,308083,308291,308406,308422,308338,308145,307843,307440,306947,306378,305749,305074,304380,303690,303022,302385,301796,301271,300820,300444,300143,299920,299773,299690,299670,299701,299772,299872,299990,300116,300243,300356,300448,300514,300547,300545,300500,300413,300287,300122,299917,299679,299417,299126
Males,6,342680,336578,331789,330663,326788,318987,322525,307663,307214,308948,310168,310902,311355,311730,312074,312397,312733,313236,313981,314826,315751,316815,318032,319296,320493,321605,322625,323347,323691,323798,323717,323495,322722,321317,319733,318049,316338,314570,312746,311058,309620,308443,307444,306625,306034,305661,305501,305452,305482,305679,306009,306412,306858,307307,307750,308204,308617,308973,309260,309468,309584,309600,309517,309325,309023,308621,308128,307560,306932,306257,305564,304875,304206,303570,302982,302458,302007,301632,301331,301108,300961,300879,300859,300890,300961,301061,301179,301305,301433,301546,301638,301704,301737,301736,301691,301604,301479,301313,301110,300872,300610
Males,7,339519,346437,339504,334278,332712,328399,320162,323702,308844,308399,310133,311353,312087,312540,312915,313259,313584,313920,314422,315167,316012,316937,318001,319217,320482,321679,322791,323811,324532,324877,324984,324904,324682,323911,322507,320924,319241,317531,315764,313941,312256,310819,309643,308644,307825,307235,306863,306702,306655,306685,306882,307212,307615,308061,308510,308952,309407,309819,310175,310462,310672,310789,310805,310722,310531,310229,309827,309335,308767,308140,307466,306773,306086,305417,304781,304194,303671,303220,302846,302544,302322,302176,302093,302073,302104,302175,302276,302394,302521,302649,302762,302854,302920,302954,302953,302908,302821,302696,302531,302328,302090
Males,8,341572,343025,349185,341849,336224,334255,329541,321308,324850,309995,309553,311289,312508,313243,313695,314071,314416,314741,315077,315578,316323,317168,318093,319156,320372,321638,322835,323947,324967,325688,326033,326141,326060,325839,325069,323667,322085,320402,318693,316928,315108,313424,311987,310811,309813,308994,308406,308033,307873,307826,307858,308055,308385,308788,309234,309682,310124,310579,310991,311346,311635,311846,311963,311979,311896,311705,311404,311002,310510,309943,309317,308643,307952,307266,306596,305961,305376,304851,304402,304027,303726,303504,303358,303275,303256,303287,303359,303460,303578,303705,303833,303946,304039,304104,304138,304137,304093,304006,303881,303717,303515
Males,9,351180,344825,345583,351370,343664,337670,335331,330619,322392,325935,311082,310643,312380,313601,314335,314787,315163,315508,315835,316170,316670,317415,318260,319185,320248,321464,322730,323926,325040,326060,326780,327125,327233,327154,326932,326164,324763,323182,321500,319792,318028,316209,314527,313090,311914,310918,310100,309512,309139,308979,308933,308966,309163,309493,309896,310341,310789,311231,311686,312098,312454,312743,312954,313072,313087,313005,312814,312515,312113,311621,311055,310429,309756,309065,308380,307710,307077,306491,305967,305518,305143,304843,304621,304475,304392,304373,304404,304476,304578,304697,304824,304952,305065,305158,305223,305257,305255,305212,305124,305001,304838
Males,10,360252,354336,347337,347746,353180,345125,338784,336448,331740,323518,327060,312210,311775,313513,314734,315467,315919,316295,316642,316968,317303,317803,318548,319393,320318,321381,322597,323862,325059,326173,327192,327912,328258,328366,328287,328067,327299,325900,324319,322638,320930,319168,317351,315669,314232,313058,312063,311246,310658,310285,310125,310079,310113,310309,310640,311043,311488,311936,312378,312833,313246,313601,313890,314101,314219,314235,314153,313963,313664,313263,312773,312206,311581,310909,310218,309532,308863,308231,307645,307122,306674,306300,306000,305777,305632,305549,305529,305561,305632,305734,305853,305981,306109,306222,306315,306382,306415,306414,306370,306283,306161
Males,11,361384,363330,356818,349490,349568,354671,346288,339953,337620,332915,324698,328240,313393,312961,314700,315921,316654,317106,317482,317829,318155,318490,318990,319736,320580,321505,322568,323784,325048,326246,327359,328379,329099,329445,329553,329475,329255,328489,327091,325510,323831,322123,320363,318547,316866,315430,314257,313262,312446,311859,311485,311325,311280,311314,311510,311841,312244,312690,313138,313580,314035,314448,314803,315092,315303,315422,315438,315357,315167,314868,314469,313978,313412,312788,312116,311425,310740,310071,309440,308856,308333,307885,307511,307211,306988,306843,306760,306741,306773,306844,306947,307066,307194,307322,307435,307529,307596,307629,307628,307584,307497
Males,12,356627,364323,365705,358882,351244,351010,355799,347421,341090,338761,334059,325845,329389,314546,314118,315856,317077,317810,318262,318638,318985,319311,319646,320149,320893,321737,322662,323725,324940,326204,327403,328516,329536,330256,330602,330711,330632,330414,329649,328251,326672,324993,323287,321527,319713,318033,316598,315427,314432,313616,313029,312656,312497,312453,312487,312683,313014,313417,313862,314310,314752,315207,315620,315976,316265,316476,316597,316613,316531,316341,316044,315645,315155,314589,313966,313294,312604,311918,311250,310621,310038,309515,309067,308693,308393,308170,308025,307944,307925,307957,308028,308132,308250,308378,308507,308620,308715,308781,308814,308813,308768
Males,13,353934,359539,366711,367793,360677,352746,352216,357006,348631,342306,339979,335280,327071,330616,315776,315352,317090,318310,319044,319496,319873,320219,320545,320882,321384,322128,322971,323896,324958,326176,327439,328638,329751,330771,331490,331836,331946,331868,331651,330886,329489,327912,326233,324528,322769,320957,319278,317844,316673,315679,314865,314279,313905,313746,313703,313739,313934,314265,314668,315113,315561,316003,316459,316872,317228,317517,317729,317850,317865,317784,317595,317298,316898,316410,315844,315221,314549,313861,313176,312509,311880,311297,310775,310327,309953,309653,309431,309287,309206,309187,309219,309290,309394,309512,309640,309770,309883,309978,310044,310078,310077
Males,14,357058,357217,362311,369175,369953,362536,354304,353776,358566,350195,343875,341550,336855,328651,332196,317360,316940,318678,319897,320632,321084,321461,321807,322134,322471,322972,323716,324559,325484,326547,327764,329027,330226,331339,332359,333078,333424,333535,333457,333242,332477,331081,329506,327828,326124,324367,322556,320877,319444,318273,317281,316468,315881,315508,315350,315308,315343,315538,315869,316273,316719,317167,317609,318065,318478,318834,319124,319335,319456,319472,319391,319203,318906,318507,318019,317453,316831,316159,315473,314789,314121,313494,312911,312389,311940,311568,311269,311046,310902,310821,310802,310835,310906,311011,311129,311257,311387,311500,311595,311663,311697
