sex,age,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122
Females,34,418078,420431,430117,436186,437946,432421,437052,431618,429358,439832,435001,434703,426657,423676,423893,424346,431169,429759,429249,434481,447511,444392,447554,452426,453839,445572,439047,438317,441939,434970,428696,425469,422194,413949,416985,402215,401916,403663,404896,405638,406074,406429,406756,407063,407374,407863,408568,409368,410253,411279,412449,413660,414810,415884,416868,417579,417929,418052,417997,417806,417084,415757,414278,412703,411093,409426,407703,406118,404770,403661,402723,401941,401402,401046,400893,400849,400887,401075,401388,401779,402213,402646,403073,403508,403912,404261,404538,404749,404875,404899,404838,404664,404382,404012,403558,403025,402437,401814,401162,400517,399887
Females,35,409290,425870,426627,435436,440624,441505,435118,439754,434326,432072,442537,437707,437413,429373,426398,426618,427072,433894,432491,431984,437213,450230,447111,450274,455144,456557,448300,441784,441060,444682,437721,431459,428238,424971,416738,419779,405019,404726,406475,407707,408451,408889,409245,409573,409881,410193,410684,411389,412191,413076,414103,415274,416485,417636,418710,419695,420407,420758,420883,420831,420641,419922,418598,417123,415551,413945,412281,410562,408979,407636,406529,405594,404814,404277,403922,403771,403728,403768,403957,404271,404662,405097,405532,405959,406395,406800,407150,407428,407640,407767,407791,407732,407560,407279,406911,406459,405928,405341,404720,404070,403427
Females,36,404070,416090,431228,431205,439233,443634,443736,437360,442000,436580,434332,444789,439961,439670,431637,428669,428893,429346,436170,434772,434267,439493,452498,449379,452543,457410,458826,450576,444072,443353,446975,440023,433771,430557,427300,419079,422123,407375,407088,408837,410071,410817,411256,411613,411942,412252,412565,413059,413764,414567,415454,416482,417653,418864,420015,421089,422075,422788,423142,423269,423217,423031,422314,420993,419523,417955,416350,414692,412975,411396,410057,408953,408020,407242,406707,406354,406206,406164,406206,406396,406710,407101,407539,407975,408402,408839,409245,409595,409874,410087,410215,410241,410184,410013,409734,409368,408918,408388,407803,407184,406536
Females,37,401988,410065,420785,435207,434483,441807,445503,445603,439239,443883,438471,436230,446679,441853,441565,433542,430581,430808,431262,438085,436693,436191,441414,454407,451288,454452,459318,460733,452493,446000,445287,448910,441966,435724,432519,429271,421061,424111,409374,409093,410843,412079,412827,413266,413625,413957,414266,414583,415078,415784,416588,417476,418505,419676,420888,422039,423114,424102,424816,425171,425300,425250,425067,424352,423034,421569,420004,418403,416749,415036,413461,412125,411024,410092,409318,408785,408435,408288,408248,408292,408482,408796,409189,409627,410065,410492,410931,411337,411688,411968,412183,412312,412340,412285,412116,411838,411475,411026,410498,409914,409298
Females,38,389484,407178,414099,424191,437978,436634,443338,447030,447130,440778,445425,440021,437787,448227,443405,443122,435106,432152,432382,432836,439661,438274,437777,442995,455976,452858,456023,460886,462304,454073,447592,446884,450507,443572,437342,434145,430903,422707,425760,411035,410761,412513,413750,414499,414939,415301,415633,415944,416264,416760,417468,418273,419161,420191,421364,422577,423728,424805,425794,426508,426865,426996,426948,426768,426056,424742,423280,421719,420122,418472,416763,415192,413858,412759,411831,411060,410529,410181,410036,409998,410042,410234,410549,410942,411382,411821,412249,412689,413097,413448,413730,413947,414077,414106,414053,413884,413610,413248,412801,412275,411693
Females,39,389487,394091,410740,417097,426626,439843,437945,444650,448339,448439,442099,446749,441355,439126,449559,444741,444461,436452,433505,433739,434196,441020,439640,439148,444362,457332,454214,457380,462242,463662,455441,448971,448269,451892,444967,438748,435558,432323,424141,427196,412483,412216,413970,415208,415958,416400,416764,417098,417411,417732,418232,418939,419745,420636,421667,422840,424055,425207,426285,427275,427991,428349,428482,428436,428259,427551,426239,424781,423223,421632,419985,418281,416712,415382,414286,413361,412592,412063,411719,411574,411537,411583,411776,412094,412487,412929,413368,413799,414239,414648,415000,415284,415502,415634,415664,415613,415445,415173,414813,414367,413843
Females,40,386110,393597,397274,413406,419254,428275,440977,439083,445789,449475,449576,443249,447902,442517,440296,450721,445906,445630,437630,434690,434929,435387,442210,440839,440351,445562,458519,455404,458570,463432,464854,456643,450184,449489,453112,446196,439988,436805,433580,425410,428468,413768,413508,415263,416504,417254,417699,418064,418400,418715,419039,419539,420250,421057,421950,422981,424156,425372,426524,427603,428595,429313,429673,429808,429765,429590,428885,427577,426122,424569,422982,421340,419639,418073,416747,415655,414732,413965,413440,413096,412955,412919,412967,413161,413480,413875,414318,414759,415191,415632,416042,416397,416682,416901,417035,417066,417016,416851,416580,416221,415779
Females,41,390715,389713,396371,399598,415266,420658,429225,441916,440027,446734,450417,450518,444205,448861,443488,441274,451690,446880,446609,438617,435685,435929,436388,443212,441848,441365,446572,459519,456404,459573,464433,465856,457656,451210,450521,454144,447239,441041,437867,434651,426494,429556,414870,414616,416374,417616,418368,418814,419182,419521,419838,420163,420666,421379,422188,423082,424115,425292,426507,427661,428741,429735,430455,430818,430955,430915,430743,430041,428736,427285,425736,424155,422516,420818,419257,417936,416845,415926,415161,414639,414298,414160,414124,414174,414370,414690,415088,415532,415974,416407,416849,417261,417617,417905,418125,418260,418293,418245,418082,417813,417457
Females,42,390931,393801,392062,398312,401135,416384,421369,429931,442611,440727,447436,451115,451218,444919,449578,444216,442010,452417,447613,447347,439365,436442,436690,437152,443975,442619,442141,447346,460280,457168,460338,465196,466620,458432,451999,451317,454941,448046,441861,438697,435489,427345,430412,415741,415494,417254,418498,419251,419700,420071,420412,420731,421059,421564,422279,423089,423985,425020,426199,427415,428571,429652,430649,431371,431735,431876,431838,431670,430970,429669,428222,426679,425102,423467,421774,420216,418900,417812,416895,416135,415615,415277,415141,415107,415158,415357,415679,416078,416524,416967,417400,417845,418257,418616,418905,419128,419265,419299,419254,419092,418826
Females,43,373512,393597,395793,393693,399575,402035,416908,421891,430448,443114,441237,447948,451624,451730,445445,450108,444756,442559,452957,448160,447898,439930,437015,437268,437733,444554,443207,442734,447935,460857,457749,460920,465777,467203,459028,452608,451933,455557,448673,442501,439345,436147,428018,431088,416433,416192,417956,419200,419956,420409,420781,421125,421448,421777,422285,423001,423814,424712,425749,426930,428147,429304,430387,431386,432109,432478,432621,432586,432421,431725,430428,428986,427446,425874,424245,422555,421002,419690,418606,417692,416936,416418,416084,415949,415918,415971,416171,416496,416897,417344,417788,418222,418669,419083,419443,419735,419961,420098,420134,420091,419931
Females,44,346374,375861,395308,397169,394744,400292,402427,417286,422266,430818,443472,441604,448314,451989,452096,445828,450494,445154,442965,453354,448565,448309,440354,437448,437707,438174,444995,443656,443186,448386,461296,458192,461365,466220,467649,459487,453080,452412,456037,449164,443005,439859,436669,428556,431629,416992,416757,418523,419770,420529,420984,421358,421706,422031,422363,422874,423593,424408,425307,426347,427529,428748,429907,430993,431993,432719,433090,433236,433205,433042,432351,431058,429620,428086,426518,424893,423208,421660,420353,419272,418362,417609,417093,416762,416630,416601,416657,416859,417187,417589,418038,418483,418919,419367,419783,420145,420440,420668,420806,420844,420804
Females,45,339272,348373,377270,396386,397946,395232,400481,402618,417464,422441,430988,443629,441769,448479,452152,452263,446010,450679,445352,443172,453552,448773,448522,440580,437684,437949,438419,445239,443908,443446,448642,461540,458441,461615,466469,467901,459753,453360,452700,456325,449465,443320,440183,437003,428906,431983,417364,417135,418905,420153,420916,421372,421751,422102,422429,422765,423278,424000,424817,425719,426761,427945,429167,430328,431415,432419,433146,433520,433669,433641,433483,432796,431506,430075,428545,426981,425361,423683,422139,420836,419759,418854,418104,417590,417263,417133,417107,417165,417370,417700,418104,418556,419003,419440,419890,420309,420673,420970,421200,421339,421380
Females,46,345855,340956,349552,378134,396947,398233,395258,400504,402645,417475,422448,430989,443616,441764,448474,452145,452259,446022,450696,445382,443214,453583,448812,448568,440641,437756,438026,438501,445319,443999,443542,448736,461621,458526,461703,466554,467990,459857,453479,452827,456454,449607,443477,440350,437180,429101,432182,417582,417360,419133,420385,421149,421609,421991,422345,422677,423015,423532,424256,425077,425980,427026,428212,429436,430599,431689,432695,433424,433802,433953,433930,433776,433093,431808,430382,428858,427300,425684,424012,422473,421175,420103,419201,418456,417945,417621,417493,417471,417532,417740,418071,418477,418932,419381,419820,420272,420693,421059,421359,421591,421733
Females,47,352993,347314,341979,350321,378608,397136,398171,395205,400448,402593,417404,422374,430910,443522,441679,448388,452057,452174,445957,450634,445335,443178,453536,448775,448538,440628,437754,438031,438509,445325,444017,443565,448757,461628,458539,461718,466567,468006,459889,453528,452885,456512,449680,443565,440448,437291,429230,432314,417736,417521,419297,420552,421319,421782,422168,422527,422862,423203,423723,424450,425274,426181,427229,428417,429643,430809,431902,432911,433643,434024,434179,434160,434011,433333,432053,430631,429114,427561,425951,424285,422751,421459,420389,419494,418753,418246,417925,417800,417781,417845,418056,418389,418798,419255,419706,420147,420601,421025,421393,421695,421930
Females,48,356882,354174,348103,342562,350671,378679,396943,397974,395016,400258,402406,417197,422164,430694,443289,441454,448164,451832,451950,445754,450433,445151,443007,453353,448601,448373,440481,437622,437904,438385,445201,443902,443458,448649,461504,458420,461602,466449,467891,459792,453448,452815,456443,449625,443528,440423,437278,429235,432324,417768,417562,419342,420600,421370,421837,422227,422591,422929,423274,423798,424528,425356,426266,427316,428506,429735,430903,431999,433012,433746,434132,434290,434276,434131,433459,432184,430769,429258,427711,426107,424448,422919,421632,420568,419678,418941,418439,418121,418000,417985,418051,418265,418601,419012,419471,419925,420368,420825,421251,421622,421926
Females,49,370238,357772,354711,348457,342733,350628,378375,396597,397625,394677,399917,402067,416839,421801,430324,442900,441075,447784,451450,451571,445396,450080,444815,442683,453016,448276,448058,440186,437340,437629,438115,444927,443641,443205,448394,461231,458155,461339,466182,467630,459550,453225,452602,456230,449429,443350,440259,437126,429105,432199,417666,417471,419254,420514,421290,421760,422154,422522,422865,423214,423742,424475,425308,426220,427273,428466,429697,430869,431967,432983,433722,434112,434274,434264,434124,433458,432190,430781,429277,427737,426140,424487,422965,421683,420625,419740,419008,418510,418196,418080,418068,418136,418354,418693,419105,419568,420025,420471,420931,421359,421733
Females,50,384203,370882,358118,354890,348473,342583,350281,377970,396148,397173,394238,399474,401629,416378,421336,429850,442407,440592,447300,450964,451089,444937,449624,444378,442259,452579,447853,447645,439792,436961,437258,437747,444558,443285,442857,448044,460863,457795,460981,465823,467276,459215,452910,452299,455927,449143,443084,440006,436887,428888,431987,417481,417295,419081,420346,421124,421599,421999,422371,422719,423071,423604,424342,425178,426094,427151,428347,429580,430756,431856,432877,433620,434013,434181,434175,434041,433381,432119,430717,429220,427688,426097,424452,422936,421660,420608,419729,419002,418508,418199,418088,418080,418151,418371,418714,419129,419595,420054,420503,420966,421397
Females,51,399629,384555,370967,358077,354698,348135,342095,349787,377413,395546,396569,393646,398880,401040,415765,420717,429222,441759,439955,446661,450322,450452,444324,449014,443788,441684,451991,447279,447081,439250,436435,436740,437234,444044,442783,442364,447548,460349,457291,460479,465319,466777,458736,452454,451854,455482,448718,442679,439614,436511,428535,431639,417161,416984,418777,420043,420827,421307,421712,422089,422442,422799,423338,424079,424920,425840,426900,428099,429335,430515,431618,432643,433390,433789,433961,433960,433832,433179,431923,430529,429041,427515,425932,424294,422785,421516,420470,419597,418876,418387,418082,417975,417972,418046,418270,418617,419035,419504,419966,420419,420884
Females,52,389004,399659,384341,370647,357648,354136,347443,341432,349115,376674,394760,395780,392872,398103,400267,414967,419913,428408,440923,439130,445833,449492,449627,443525,448219,443013,440925,451217,446521,446335,438529,435731,436044,436543,443352,442103,441693,446876,459657,456609,459800,464638,466100,458083,451824,451235,454865,448120,442103,439054,435966,428015,431124,416676,416511,418307,419580,420368,420853,421263,421645,422004,422366,422911,423656,424502,425426,426489,427693,428933,430116,431222,432252,433004,433408,433585,433590,433468,432822,431573,430188,428708,427189,425614,423984,422483,421221,420182,419316,418600,418115,417816,417714,417716,417794,418023,418372,418794,419267,419732,420189
Females,53,397129,388861,399222,383805,370020,356927,353294,346634,340655,348327,375816,393850,394869,391976,397205,399373,414045,418985,427468,439960,438179,444879,448536,448676,442602,447298,442115,440044,450321,445642,445469,437690,434908,435229,435736,442542,441307,440908,446088,458848,455810,459005,463841,465308,457317,451082,450505,454136,447413,441418,438387,435316,427392,430505,416090,415936,417737,419014,419808,420299,420714,421102,421467,421836,422386,423135,423986,424914,425983,427191,428435,429622,430732,431767,432524,432933,433116,433126,433011,432373,431131,429756,428284,426773,425207,423584,422093,420837,419807,418946,418238,417758,417465,417368,417374,417457,417690,418044,418470,418947,419415
Females,54,395541,396734,388244,398443,382942,369080,355907,352304,345679,339733,347395,374808,392789,393806,390929,396154,398328,412970,417902,426375,438839,437071,443768,447422,447567,441523,446223,441065,439010,449272,444611,444452,436700,433939,434268,434781,441586,440366,439977,445155,457892,454866,458064,462898,464370,456406,450197,449634,453267,446565,440597,437583,434530,426633,429753,415373,415232,417037,418318,419119,419616,420037,420432,420804,421179,421734,422489,423345,424278,425352,426564,427813,429004,430118,431158,431921,432336,432524,432542,432433,431803,430569,429203,427741,426240,424682,423069,421586,420339,419317,418463,417762,417287,417001,416910,416920,417007,417246,417603,418034,418515
Females,55,396674,394928,395884,387300,397343,381771,367845,354738,351167,344580,338670,346321,373652,391576,392590,389732,394953,397131,411740,416665,425123,437558,435804,442497,446147,446300,440285,444990,439858,437823,448067,443425,443281,435560,432819,433159,433678,440481,439277,438900,444076,456788,453774,456976,461806,463285,455349,449169,448621,452255,445577,439637,436642,433608,425742,428869,414526,414398,416208,417496,418302,418806,419234,419636,420014,420396,420958,421718,422580,423519,424597,425815,427068,428263,429381,430428,431195,431617,431812,431837,431735,431114,429889,428534,427082,425590,424043,422439,420966,419727,418713,417868,417173,416706,416427,416341,416356,416449,416693,417055,417489
Females,56,396568,395907,393955,394790,386123,396017,380386,366532,353495,349958,343411,337539,345178,372420,390285,391298,388459,393675,395861,410434,415351,423792,436197,434458,441146,444793,444952,438972,443680,438576,436562,446787,442168,442037,434351,431631,431981,432508,439309,438122,437757,442931,455616,452616,455822,460649,462135,454230,448080,447547,451181,444531,438621,435645,432632,424799,427932,413630,413516,415331,416624,417437,417949,418383,418793,419178,419568,420136,420902,421770,422715,423798,425022,426279,427480,428603,429656,430429,430856,431059,431092,430998,430386,429172,427828,426386,424904,423367,421775,420311,419082,418076,417240,416553,416093,415821,415741,415763,415861,416111,416477
Females,57,396700,395621,394771,392718,393441,384703,394455,378893,365116,352153,348652,342147,336316,343941,371092,388893,389906,387086,392299,394492,409027,413934,422359,434732,433009,439690,443335,443503,437557,442269,437196,435203,445410,440813,440700,433048,430352,430714,431249,438047,436877,436525,441696,454354,451368,454579,459403,460897,453024,446906,446389,450025,443404,437523,434569,431578,423779,426919,412660,412562,414382,415681,416501,417020,417464,417881,418274,418672,419247,420019,420894,421845,422934,424164,425427,426633,427762,428821,429599,430033,430244,430285,430200,429598,428395,427061,425631,424159,422634,421053,419601,418382,417384,416557,415880,415427,415163,415090,415118,415221,415477
Females,58,390534,395599,394354,393408,391262,391880,383081,392803,377318,363622,350738,347275,340816,335026,342637,369690,387424,388437,385640,390848,393048,407542,412440,420847,433186,431479,438154,441798,441974,436065,440781,435741,433771,443956,439387,439290,431677,429006,429378,429924,436718,435565,435227,440395,453025,450055,453270,458092,459593,451756,445671,445172,448809,442218,436370,433439,430472,422709,425855,411643,411560,413386,414691,415520,416048,416500,416925,417327,417733,418316,419095,419977,420935,422031,423266,424535,425747,426882,427946,428731,429172,429392,429441,429366,428776,427584,426262,424843,423382,421870,420301,418861,417652,416665,415847,415179,414734,414478,414412,414447,414556
Females,59,380690,389279,394168,392839,391806,389576,390098,381352,391044,375640,362032,349229,345806,339396,333650,341246,368195,385860,386874,384100,389304,391511,405962,410851,419239,431540,429852,436522,440163,440350,434480,439199,434194,432247,442411,437869,437791,430220,427573,427959,428515,435305,434171,433849,439014,451613,448661,451880,456700,458211,450410,444360,443879,447518,440959,435146,432239,429296,421571,424724,410561,410494,412326,413640,414476,415014,415474,415908,416321,416735,417326,418113,419003,419968,421071,422312,423587,424806,425947,427018,427810,428260,428488,428547,428483,427903,426722,425413,424006,422558,421058,419502,418075,416877,415901,415093,414434,413997,413749,413691,413733
Females,60,371139,379277,387693,392477,391075,389965,387661,388191,379501,389162,373846,360329,347612,344232,337873,332174,339754,366592,384185,385201,382454,387652,389868,404272,409152,417519,429783,428114,434778,438418,438616,432787,437510,432541,430621,440760,436248,436191,428663,426044,426443,427011,433795,432681,432376,437539,450105,447173,450397,455214,456736,448974,442960,442498,446139,439616,433838,430956,428038,420354,423514,409403,409352,411192,412513,413358,413906,414376,414820,415243,415666,416265,417061,417960,418932,420042,421289,422572,423797,424947,426025,426824,427283,427520,427591,427536,426967,425799,424503,423109,421675,420187,418646,417232,416046,415080,414283,413634,413206,412967,412918
Females,61,355399,369613,377597,385894,390578,389112,387931,385650,386190,377558,387187,371966,358544,345920,342583,336278,330629,338191,364913,382431,383451,380732,385924,388149,402505,407374,415721,427945,426298,432953,436591,436803,431019,435744,430813,428920,439035,434557,434519,427037,424447,424861,425441,432219,431127,430839,436000,448531,445621,448850,453667,455198,447477,441503,441060,444705,438217,432477,429620,426730,419087,422257,408200,408167,410014,411343,412198,412756,413237,413692,414125,414556,415166,415972,416879,417858,418977,420231,421522,422754,423912,424998,425805,426273,426521,426603,426558,426001,424847,423564,422184,420764,419291,417763,416364,415190,414236,413450,412812,412394,412165
Females,62,340403,353729,367773,375648,383830,388421,386896,385737,383481,384031,375464,385060,369940,356620,344092,340803,334554,328959,336503,363101,380539,381564,378874,384061,386294,400599,405457,413782,425964,424339,430986,434622,434848,429111,433839,428949,427085,437175,432731,432714,425281,422722,423151,423744,430515,429446,429178,434336,446832,443944,447179,451993,453535,445860,439926,439505,443152,436703,431002,428175,425311,417714,420891,406894,406879,408735,410073,410937,411505,411998,412464,412908,413351,413970,414786,415702,416690,417817,419080,420377,421618,422783,423879,424694,425172,425431,425525,425492,424948,423808,422540,421174,419770,418311,416798,415413,414254,413312,412538,411911,411504
Females,63,331318,338589,351767,365677,373452,381529,386033,384533,383398,381170,381732,373236,382795,367783,354570,342144,338901,332711,327172,334694,361163,378518,379551,376895,382074,384318,398567,403416,411718,423856,422256,428895,432530,432773,427085,431815,426970,425135,435199,430792,430797,423417,420889,421333,421941,428705,427660,427413,432567,445025,442165,445404,450219,451771,444142,438253,437852,441502,435095,429435,426637,423803,416251,419437,405503,405506,407370,408717,409591,410171,410676,411156,411611,412065,412695,413522,414447,415443,416580,417851,419157,420406,421581,422685,423510,424000,424270,424376,424355,423825,422701,421449,420098,418707,417264,415767,414399,413252,412323,411562,410948
Females,64,321158,329367,336545,349601,363379,371060,379033,383525,382054,380944,378747,379324,370901,380423,365525,352424,340104,336909,330781,325300,332800,359134,376403,377447,374825,379996,382251,396444,401283,409562,421655,420083,426712,430348,430607,424971,429705,424905,423102,433139,428771,428799,421475,418979,419441,420065,426821,425802,425575,430726,443148,440315,443560,448373,449937,442358,436514,436137,439790,433424,427807,425040,422236,414733,417926,404058,404082,405954,407310,408196,408787,409307,409800,410267,410733,411376,412212,413147,414154,415301,416582,417896,419155,420340,421452,422289,422789,423072,423191,423183,422668,421559,420324,418987,417613,416187,414707,413354,412222,411308,410559
Females,65,308545,319025,327150,334258,347198,360849,368438,376376,380857,379416,378335,376172,376765,368423,377905,363130,350148,337940,334796,328734,323313,330792,356980,374160,375214,372628,377793,380058,394190,399021,407273,419319,417776,424395,428031,428309,422728,427465,422714,420944,430952,426627,426678,419412,416953,417433,418074,424822,423830,423625,428773,441154,438351,441603,446414,447991,440465,434670,434317,437972,431652,426080,423346,420573,413122,416324,402527,402570,404451,405818,406715,407321,407855,408361,408842,409320,409975,410823,411769,412786,413944,415235,416560,417828,419022,420146,420994,421506,421801,421934,421939,421441,420348,419130,417811,416455,415045,413583,412247,411132,410230
Females,66,295709,306283,316674,324725,331768,344595,358118,365679,373581,378051,376645,375593,373468,374081,365823,375264,360620,347764,335672,332580,326587,321230,328683,354718,371805,372871,370327,375483,377760,391828,396651,404876,416872,415362,421969,425607,425907,420384,425123,420424,418690,428666,424387,424463,417259,414837,415337,415998,422735,421773,421591,426735,439074,436305,439563,444373,445963,438496,432750,432420,436079,429809,424283,421583,418844,411447,414656,400934,400997,402888,404267,405176,405796,406344,406866,407360,407854,408521,409381,410340,411369,412537,413839,415175,416453,417658,418792,419653,420177,420487,420634,420654,420171,419096,417896,416596,415258,413867,412422,411104,410006
Females,67,284923,293341,303825,314118,322097,329079,341788,355237,362768,370635,375095,373725,372707,370624,371257,363091,372488,357983,345257,333285,330248,324327,319035,326461,352336,369327,370408,367907,373056,375345,389346,394161,402360,414304,412831,419426,423067,423391,417928,422670,418025,416328,426272,422041,422143,415006,412623,413146,413826,420554,419621,419463,424604,436900,434167,437433,442240,443846,436440,430746,430441,434105,427886,422408,419743,417039,409697,412913,399272,399355,401257,402647,403570,404206,404769,405306,405817,406326,407008,407880,408852,409893,411075,412388,413736,415024,416239,417385,418260,418798,419123,419284,419320,418855,417797,416616,415337,414018,412644,411219,409919
Females,68,285437,282345,290701,301084,311285,319198,326121,338761,352130,359631,367459,371910,370580,369599,367562,368217,360150,369500,355144,342554,330711,327731,321885,316664,324060,349765,366653,367753,365298,370438,372739,386670,391478,399647,411539,410104,416686,420331,420680,415282,420024,415438,413780,423689,419512,419642,412576,410235,410781,411482,418198,417296,417165,422302,434555,431859,435133,439938,441561,434219,428581,428302,431972,425808,420380,417753,415086,407801,411025,397469,397573,399487,400890,401828,402481,403060,403613,404142,404667,405364,406250,407236,408292,409486,410811,412172,413471,414698,415858,416746,417300,417639,417816,417869,417422,416384,415223,413964,412666,411312,409908
Females,69,278924,282522,279504,287780,298065,308177,316024,322931,335495,348780,356247,364035,368476,367192,366251,364263,364943,356982,366282,352087,339642,327936,325016,319252,314104,321469,346992,363771,364891,362486,367615,369929,383785,388585,396724,408559,407165,413731,417381,417758,412430,417173,412648,411033,420905,416785,416945,409954,407657,408227,408951,415654,414786,414683,419817,432022,429368,432651,437455,439095,431822,426243,425992,429667,423562,418190,415602,412974,405751,408982,395519,395645,397571,398987,399943,400613,401209,401779,402326,402870,403583,404484,405486,406555,407763,409103,410476,411787,413029,414202,415104,415674,416030,416225,416295,415868,414851,413712,412475,411199,409867
Females,70,271460,275759,279360,276392,284588,294776,304793,312610,319498,331981,345172,352605,360350,364782,363546,362648,360715,361424,353576,362823,348800,336511,324952,322094,316418,311348,318679,344006,360668,361811,359459,364577,366906,380679,385472,393579,405351,404002,410552,414208,414614,409362,414105,409647,408077,417909,413850,414041,407130,404881,405477,406226,412916,412084,412013,417142,429295,426688,429980,434781,436441,429241,423726,423505,427186,421143,415830,413284,410697,403542,406782,393416,393565,395504,396936,397909,398598,399212,399803,400369,400931,401662,402580,403598,404683,405906,407260,408647,409972,411228,412416,413333,413922,414295,414508,414599,414191,413198,412082,410869,409615
Females,71,271486,268025,272318,275885,272976,281092,291176,301129,308913,315779,328172,341262,348657,356356,360778,359594,358745,356871,357610,349886,359076,345238,333116,321714,318923,313338,308353,315647,340763,357300,358467,356172,361280,363622,377308,382093,390165,401871,400570,407102,410763,411202,406031,410772,406388,404866,414654,410662,410885,404061,401862,402488,403264,409938,409146,409108,414231,426331,423772,427073,431873,433553,426433,420985,420797,424483,418508,413259,410758,408216,401133,404381,391120,391295,393248,394696,395687,396398,397033,397643,398229,398813,399563,400498,401534,402636,403875,405244,406647,407988,409258,410462,411396,412004,412396,412629,412740,412354,411387,410297,409107
Females,72,275608,267674,264325,268568,272105,269266,277298,287305,297188,304934,311774,324069,337049,344402,352052,356465,355338,354541,352732,353505,345913,355040,341403,329460,318224,315504,310017,305123,312374,337264,353667,354861,352629,357725,360082,373673,378451,386484,398120,396871,403383,407051,407526,402442,407181,402875,401404,411146,407226,407484,400753,398608,399265,400070,406727,405977,405975,411092,423134,420628,423938,428738,430441,423406,418030,417876,421569,415668,410486,408033,405540,398532,401788,388641,388844,390811,392277,393289,394022,394679,395310,395919,396525,397296,398250,399304,400425,401681,403068,404488,405844,407131,408352,409305,409933,410346,410600,410733,410372,409431,408368
Females,73,280127,271326,263599,260312,264506,268017,265253,273225,283147,292952,300655,307464,319652,332511,339820,347417,351820,350754,350016,348275,349085,341634,350696,337273,325522,314465,311818,306438,301640,308847,333492,349752,350974,348810,353892,356266,369754,374524,382517,394075,392883,399375,403049,403564,398571,403308,399086,397670,407363,403519,403816,397184,395098,395789,396625,403261,402559,402593,407705,419683,417235,420556,425354,427081,420140,414840,414723,418423,412601,407492,405092,402647,395722,398988,385963,386195,388178,389663,390697,391454,392135,392789,393422,394052,394846,395821,396895,398035,399312,400716,402153,403527,404832,406071,407045,407695,408130,408406,408564,408228,407317
Females,74,294842,275299,266770,259191,255976,260122,263608,260949,268854,278682,288402,296054,302827,314896,327624,334883,342423,346815,345816,345140,343474,344323,337026,346015,332824,321278,310414,307847,302579,297885,305044,329424,345528,346782,344690,349756,352148,365524,370286,378233,389708,388578,395046,398726,399282,394391,399123,394991,393635,403274,399514,399851,393327,391304,392031,392899,399515,398861,398935,404042,415950,413565,416896,421694,423447,416604,411389,411310,415018,409281,404252,401906,399516,392681,395956,383063,383325,385326,386832,387891,388671,389378,390059,390718,391374,392191,393189,394285,395445,396744,398167,399622,401017,402341,403600,404596,405269,405727,406029,406213,405905
Females,75,316379,289192,270199,261868,254452,251318,255416,258896,256347,264178,273903,283528,291123,297856,309792,322378,329581,337060,341438,340512,339902,338317,339210,332076,340989,328044,316720,306061,303580,298432,293850,300955,325051,340986,342273,340259,345308,347718,360974,365725,373624,385009,383945,390386,394074,394674,389890,394619,390583,389291,398871,395200,395581,389176,387220,387985,388889,395480,394877,394997,400095,411930,409612,412955,417751,419530,412795,407670,407634,411349,405704,400760,398474,396142,389404,392688,379939,380234,382254,383782,384866,385674,386408,387118,387805,388488,389332,390354,391473,392656,393978,395422,396897,398313,399658,400938,401957,402655,403139,403470,403680
Females,76,240291,309559,283194,264671,256556,249320,246275,250340,253810,251379,259127,268740,278258,285788,292471,304264,316693,323834,331244,335608,334760,334222,332724,333662,326707,335533,322855,311770,301333,298941,293924,289462,296510,320297,336050,337370,335439,340469,342899,356023,360762,368609,379895,378901,385314,389008,389655,384987,389711,385779,384557,394071,390497,390927,384646,382766,383570,384511,391076,390530,390695,395786,407540,405294,408650,413443,415250,408633,403605,403615,407336,401791,396940,394717,392449,385816,389110,376517,376848,378887,380440,381550,382387,383152,383892,384609,385322,386194,387243,388388,389596,390941,392408,393905,395343,396710,398013,399057,399783,400296,400655
Females,77,230369,234507,302351,276715,258696,250816,243773,240840,244868,248326,246019,253676,263162,272560,280016,286642,298274,310531,317604,324938,329287,328522,328062,326656,327644,320879,329612,317224,306394,296197,293903,289027,284693,291677,315128,330681,332039,330195,335205,337655,350635,355362,363150,374328,373408,379790,383489,384188,379645,384363,380544,379396,388839,385368,385849,379706,377904,378751,379733,386270,385782,385998,391079,402744,400577,403946,408734,410574,404081,399161,399219,402948,397511,392759,390607,388408,381889,385193,372770,373139,375200,376778,377917,378787,379585,380356,381106,381851,382753,383831,385003,386238,387609,389099,390621,392083,393475,394802,395874,396630,397174
